Industry_Type,Country,Year,Co2_Emissions_MetricTons,Energy_Consumption_TWh,Automobile_Co2_Emissions_MetricTons,Industrial_Co2_Emissions_MetricTons,Agriculture_Co2_Emissions_MetricTons,Domestic_Co2_Emissions_MetricTons,Population_Millions,GDP_Billion_USD,Urbanization_Percentage,Renewable_Energy_Percentage,Industrial_Growth_Percentage,Transport_Growth_Percentage,Continent
Manufacturing,china,2014,178.92,505.94,72.25,102.52,48.82,6.48,297.61,8892.88,71.22,47.29,-5.97,-3.67,Asia
Manufacturing,india,2006,156.07,684.02,42.75,21.51,13.1,7.08,400.03,23736.38,49.08,26.13,-4.39,-1.37,Asia
Mining,china,2009,131.82,163.06,59.53,94.65,32.76,2.42,736.32,20538.84,92.27,5.55,1.75,4.4,Asia
Manufacturing,india,2022,88.14,568.86,80.49,26.63,22.08,2.44,943.57,22948,65.76,30.68,11.24,3.78,Asia
Energy,india,2017,217.41,270.26,81.36,35.66,2.7,5.68,969.25,4764.52,53.43,12.98,-9.43,-3.13,Asia
Mining,india,2014,276.24,608.61,97.07,61.89,47.48,19.2,227.54,13763.38,79.6,15.77,3.59,4.21,Asia
Energy,china,2022,69.62,725.16,43.01,72.59,25.55,16.43,187.05,21900.9,26.77,36.68,-4.46,-1.99,Asia
Construction,india,2019,299.99,713.78,10.97,45.29,44.09,10.37,1255.9,4134.18,33.58,76.94,7.38,8.41,Asia
Construction,india,2013,207.52,581.71,34.74,52.8,6.99,15.72,824.12,753.05,99.24,52.55,13.13,-1.47,Asia
Mining,china,2017,240.33,796.35,65.48,101.3,36.53,7.64,801.38,13203.06,50.07,0.33,5.42,0.87,Asia
Mining,china,2000,45.87,994.13,90.11,158.37,28.55,2.63,98.93,4993.51,72.71,1.75,5.64,9.6,Asia
Construction,india,2018,292.64,826.38,69.34,91.51,1.94,18.71,1180.07,23531.19,30.99,21.34,-4.32,8.86,Asia
Mining,china,2019,228.51,872.78,70.82,128.69,21.32,2.83,1394.03,21893.05,25.79,67.99,-8.05,-0.21,Asia
Energy,india,2004,241.61,422.9,33.94,135.9,16.51,13.78,1398.63,13404.71,72.16,38.6,-2.66,9.76,Asia
Construction,india,2002,116.09,931.87,91.51,77.44,29.84,10.83,776.46,11506.93,68.25,23.7,12.15,8.1,Asia
Construction,china,2002,256.05,764.77,66.34,93.21,42.18,0.37,1492.23,718.95,42.23,38.79,7.4,-3.83,Asia
Mining,india,2008,125.62,348.19,72.03,80.75,2.19,0.6,255.3,5155.93,49.37,75.33,5.57,2.06,Asia
Construction,china,2003,186.35,367.05,91.74,48.91,27.02,19.96,1064.21,15491.17,72.94,85.72,11.83,-2.07,Asia
Construction,china,2016,257.09,200.3,84.9,72.31,8.97,16.51,603.01,16978.57,35.88,75.88,0.22,7.8,Asia
Construction,india,2011,63.55,597.12,58.75,75.74,22.47,12.85,730.33,6936.63,34.26,41.5,2.09,0.56,Asia
Manufacturing,india,2013,291.1,32.08,10.82,33.75,9.11,18.91,673.23,17463.95,54.89,75.71,9.9,-2.28,Asia
Manufacturing,china,2008,71.91,915.55,31.71,68.37,36.11,19.92,662.74,5808.53,84.25,55.71,4.63,5.64,Asia
Construction,china,2015,245.1,569.66,42.91,196.55,4.71,12.99,291.13,23931.37,82.04,64.29,3.26,7.52,Asia
Construction,china,2022,63.75,403.27,54.61,98.3,48.79,16.81,461.05,17428.49,55.77,39.12,3.99,-2.64,Asia
Construction,india,2022,76.49,556.88,59.86,73.97,22.96,18.14,1098.41,9836.81,28.74,17.53,12.89,-2.54,Asia
Manufacturing,china,2001,291.65,887.59,92.89,145.95,47.73,7.27,981.02,11775.24,64.48,59,-9.75,4.89,Asia
Construction,china,2020,239.03,286.73,32.06,147.27,33.75,16.71,273.32,14236.98,62.89,30.81,-2.85,0.97,Asia
Energy,india,2009,22.03,843.72,36.62,170.41,21.32,16.39,1003.93,9560.68,84.8,40.48,-0.32,-0.37,Asia
Mining,india,2009,84.05,809.15,87.91,101.9,8.06,2.29,1344.68,7693.6,43.64,28.26,-6.66,1.63,Asia
Energy,china,2005,185.56,956.41,16.58,82.75,32.51,11.37,349.09,5386.17,81.51,65.84,8.59,3.1,Asia
Energy,india,2010,154.48,932.12,68.92,105.44,12.82,13.16,153.53,2402.17,36.12,57.62,-9.61,-1.8,Asia
Mining,india,2010,89.65,14.67,94.92,131.62,46.43,10.42,855.07,22647.31,64.06,38.89,8.18,5.11,Asia
Energy,china,2009,41.14,248.21,73.91,68.2,15.98,12.31,68.46,61.9,67.41,31.99,2.04,7.33,Asia
Energy,china,2002,138.29,286.15,39.59,49.15,48.28,20,572.95,15258.99,55.39,44.51,7.64,-4.66,Asia
Manufacturing,china,2014,138.55,194.01,85.69,53.27,25.68,16.5,1364.98,16609.95,27.4,75.4,14.45,-3.64,Asia
Mining,china,2011,278.81,649.3,24.92,123.04,0.78,3.68,805.54,19070.17,75.8,57.83,2.13,-3.72,Asia
Manufacturing,india,2012,22.75,898.34,46.51,7.81,3.47,18.95,273.61,11655.2,81.66,50.62,5.17,7.63,Asia
Mining,india,2008,149.1,550.64,20.54,42.75,19.88,2.34,584.56,15637.25,85.78,96.04,-8.29,-2.94,Asia
Manufacturing,china,2018,159.23,843.38,49.4,108.68,15.8,3.72,1124.14,11236.42,22.21,12.67,-7.53,0.06,Asia
Manufacturing,china,2014,143.67,57.1,90.27,194.94,44.67,12.47,226.59,11872.01,95.65,49.61,3.82,-1.32,Asia
Construction,china,2017,193.58,157.09,49.85,18.2,10.51,18.54,394.85,11575.22,36.27,48.45,8.03,6.77,Asia
Mining,china,2011,46.01,46.16,26.51,181.48,13.95,9.62,1203.39,1116.74,70.71,17.18,-1.11,6.5,Asia
Construction,china,2019,279.7,196.01,4.97,191.15,41.26,17.32,88.82,7026.77,90.7,43.63,10.05,-3.13,Asia
Energy,india,2016,195.26,136.6,88.22,81.39,24.95,12.69,187.57,13919.92,56.46,81.95,7.78,-0.63,Asia
Construction,india,2006,95.43,41.05,24.09,91.23,39.46,1.16,903.57,8167.16,88.04,92.03,12.89,-3.81,Asia
Mining,india,2019,289.8,971.01,6.6,73.8,41.67,0.67,1490.28,1380.16,81.12,32.85,11.17,2.09,Asia
Construction,india,2004,264.83,450.44,96.46,155.56,40.99,18.65,1380.29,19586.53,77.34,86.39,-5.65,-4.62,Asia
Manufacturing,india,2011,43.48,859.01,48.77,154.18,29.18,4.12,922.61,13923.96,69.23,21.4,13.25,9.52,Asia
Energy,india,2016,29.77,892.76,80.34,84.69,40.12,15.44,119.48,3784.75,77.32,66.73,10,-2.09,Asia
Mining,china,2017,221.72,532.94,50.53,142.45,23.06,14.44,390.39,16769.9,38.7,56.09,-1.95,-0.54,Asia
Manufacturing,china,2018,190.31,438.52,51.5,22.77,20.05,16.34,1095.41,12743.85,74.1,35.32,-5.85,6.54,Asia
Mining,china,2022,1.97,827.48,50.7,2.92,5.89,18.38,458.36,15702.43,57.66,49.43,10.75,-4.57,Asia
Energy,india,2009,16.85,658.58,89.67,102.26,45.26,9.84,672.41,14825.59,26.04,30.77,-5.67,2.45,Asia
Manufacturing,india,2017,31.47,799.63,70.5,198.41,35.86,11.35,855.74,9365.28,89.66,87.19,14.45,9.58,Asia
Construction,india,2012,236.59,793.59,86.32,14.57,24.8,6.03,102.79,1068.81,64.9,44.53,14.11,6.68,Asia
Construction,china,2004,85.84,93.42,72.7,64.51,6.46,17.78,1409.48,5056.09,98.17,24.31,9.15,8.54,Asia
Construction,india,2007,37.07,607.47,53.31,4,11.44,13.08,479.84,9612.38,48.39,16.07,-8.56,-0.59,Asia
Energy,china,2004,108.11,424.51,86.92,198.02,20.22,13.8,956.34,471.96,68.94,38.31,-5.15,0.96,Asia
Manufacturing,india,2002,177.87,14.98,59.64,7,43.71,5.85,269.88,18600.53,24.55,24.17,12.51,-1.86,Asia
Construction,china,2008,196.76,160.83,42.94,183.96,36.65,1.15,1403.54,14736.93,83.25,43.99,-0.58,6.17,Asia
Manufacturing,india,2018,229.92,124.48,80.32,40.88,0.18,19.37,915.17,11961.29,95.14,38.16,-5.74,-4.4,Asia
Manufacturing,china,2007,71.08,541.71,72.3,181.29,22.52,5.6,1366.04,24923.8,67.49,85,6.99,7.49,Asia
Construction,china,2009,80.53,634.16,78.64,7.88,13.47,13.43,804.32,5364.98,62.72,29.07,-2.99,6.36,Asia
Construction,india,2005,104.27,570.63,53.57,30.3,31.52,3.15,571.79,24449.59,74.67,3.84,7.48,-4.98,Asia
Manufacturing,china,2017,168.26,524.45,76.41,144.86,10.42,14.96,1098.74,12733.09,66.15,54.21,1.55,-4.48,Asia
Construction,india,2012,138.21,569.01,39.95,93.49,22.88,14.56,1399.31,18186.7,92.59,34.17,6.19,-4.65,Asia
Mining,india,2000,166.29,672.78,7.09,145.83,14.14,0.69,570.63,7446.11,80.11,45.55,-5.6,-4.23,Asia
Energy,india,2003,75.37,480.46,79.95,40.93,33.88,9.68,1360.99,5253.11,25.88,56.34,-0.2,-0.3,Asia
Mining,china,2017,237.29,531.01,53.68,32.79,7.83,18.94,1100.69,9129.44,20.71,72.09,2.18,4.48,Asia
Mining,china,2017,143.96,68.32,76.6,133.54,47.86,5.01,894.09,3123.03,41.4,48.75,4.17,-2.52,Asia
Energy,india,2014,195.02,775.18,15.08,128.47,2.06,10.57,273.69,15844.08,74.08,29.2,9.86,7.87,Asia
Energy,india,2010,198.73,591.52,32.12,176.36,43.32,19.9,461.99,13974.81,84.85,50.92,-9.27,1.44,Asia
Mining,india,2019,38.49,666.24,82.62,121.51,34.06,14.12,1049.63,21565.52,98.48,34.39,13.51,5.81,Asia
Mining,india,2016,269.58,843.12,39.96,43.42,41.23,15.03,1470.61,13303.66,73.43,26.24,0.27,-3.63,Asia
Mining,india,2017,46.23,86.45,52.82,160.02,32.89,0.98,1003.96,24446.76,60.04,23.17,-2.09,-0.34,Asia
Construction,china,2002,244.23,967.67,43.45,17.34,20.21,16.86,612.33,3777.24,52.4,60.82,14.65,4.98,Asia
Construction,china,2010,232.81,408.65,98.36,96.76,49.4,8.58,734.68,13910.45,35.13,10.84,1.56,-4.77,Asia
Mining,china,2013,78.74,833.29,82.86,150.93,7.24,6.51,511.38,4168.86,61.57,61.69,1.64,-3.46,Asia
Manufacturing,india,2013,255.54,42.52,29.33,141.3,14.73,15.02,953.32,2546.28,37.46,55.87,8.94,2.86,Asia
Manufacturing,india,2012,3.22,844.82,70.8,107.21,41.78,13.14,70.96,6545.26,24.72,41.69,13.51,-4.1,Asia
Energy,india,2013,28.53,593.91,91.43,45.63,9.19,14.52,1163.88,21297.45,50.07,97.39,-0.79,-3.37,Asia
Energy,india,2017,8.95,112.45,99.99,128.21,26.53,15.6,1459.1,9291.66,62.65,55.29,12.51,9.24,Asia
Mining,china,2014,88.26,876.63,20.75,16.04,22.96,5.23,712.71,15571.32,85.01,54.95,-7.73,1.87,Asia
Manufacturing,china,2010,138.76,974.91,18.7,51.8,40.23,17.47,281.69,22206.39,99.94,43.66,-6.82,8.56,Asia
Manufacturing,china,2014,246.8,213.81,61.72,139.82,8.34,16.63,674.24,15040.53,54.58,55.93,6.07,9.79,Asia
Mining,india,2012,29.35,405.28,46.03,153.7,47.75,6.64,207.16,1251.4,74.03,53.56,3.69,7.88,Asia
Construction,india,2008,233.23,655.01,93.56,71.41,49.4,10.28,1106.65,23012.21,71.79,56.24,9.23,6.34,Asia
Construction,china,2001,32.43,597.83,46.85,118.94,15.95,16.16,1031.78,15594.58,82.23,35.9,-8.62,6.77,Asia
Construction,china,2021,187.55,247.74,83.94,176.23,26.81,2.12,462.56,24207.14,36.25,32.15,-5.97,3.97,Asia
Mining,china,2018,3.57,202.51,65.91,177.05,40.45,1.21,447.53,9131.46,52.43,37.89,14.42,7.76,Asia
Mining,india,2007,80.08,262.78,88.81,137.11,42.17,9.12,262.2,14060.34,36.94,75.12,-5.37,8.24,Asia
Energy,india,2008,116.76,563.83,55.33,97.53,25.62,10.43,98.05,2933.13,95.03,0.79,-7.01,-3.96,Asia
Energy,india,2019,97.48,93.38,61.57,17.61,12.62,11.68,920.78,2099.55,98.02,80.95,-7.92,-1.97,Asia
Mining,india,2004,140.02,836.24,46.66,131.34,24.5,1.37,221.92,6557.1,73.19,39.23,-6.54,-0.67,Asia
Construction,china,2015,5.92,714.44,57.21,28.3,10.29,11.5,931.14,17808.39,97.69,39.4,7.13,3.11,Asia
Manufacturing,india,2018,241.42,749.05,37.04,58.38,3.35,3.41,1464.57,16626.28,83.32,50.43,5.75,-4.2,Asia
Construction,china,2008,35.6,4.29,44.17,136.19,28.51,18.18,1058.44,4149.31,35.91,93.71,14.52,3.24,Asia
Construction,india,2007,232.26,652.79,15.1,29.33,20.96,19.35,608.99,19889.97,54.37,12.59,14.41,-0.51,Asia
Manufacturing,india,2016,91.2,729.78,36.57,161.8,25.42,13.15,597.27,24125.78,60.59,78.19,10.69,-4.33,Asia
Construction,india,2018,218.88,278.32,37.6,186.13,14.27,0.55,507.66,18251.57,24.06,36.84,-8.89,-2.05,Asia
Construction,india,2017,262.59,531.06,32.78,177.54,21.61,8.93,1212.67,12494.83,67.99,7.78,8.13,8.66,Asia
Mining,india,2002,160.27,123.36,92.95,179.32,15.48,3.4,1062.83,12901.74,78.02,32.37,8.81,3.37,Asia
Mining,india,2017,105.98,397.66,81.41,22.95,8,1.18,103.9,18825.48,60.25,92.94,14.68,0.64,Asia
Manufacturing,china,2013,158.29,751.91,33.58,135.96,29.14,10.32,1223.38,17110.59,81.01,99.7,-2.06,3.53,Asia
Energy,india,2007,241.55,369.23,63.88,22.91,2,0.95,1429.03,14911.93,25.63,15.63,10.09,9.09,Asia
Construction,china,2017,94.29,725.28,22.1,9.35,0.48,2.21,38.26,22795.31,37.3,49.88,-3.91,3.5,Asia
Mining,india,2017,46.99,198.2,8.46,178.1,22.82,12.3,68.87,6028.22,68.47,0.68,0.28,-1.01,Asia
Manufacturing,china,2004,273.51,216.78,61.99,132.56,0.24,17.02,885.39,19967.57,22.16,38.2,4.7,8.04,Asia
Manufacturing,china,2010,222.44,888.48,50.13,97.2,0.29,18,1207.59,13942.93,21.23,98.78,-9.22,-1.62,Asia
Mining,india,2012,212.3,206.02,80.49,90.26,29.4,16.47,331.47,14108.42,59.38,27.98,4.71,-2.21,Asia
Energy,china,2015,185.23,210.2,45.9,135.68,8.58,14.04,556.06,14348.08,83.68,72.8,5.55,3.28,Asia
Mining,india,2013,177.7,911.85,22.43,148.24,39.36,12.47,1394.72,7961.87,66.33,69.67,4.27,9.71,Asia
Manufacturing,india,2006,122.43,317.98,95.1,54.24,43.52,15.7,1488.12,4515.62,76.73,78.7,-4.66,-4.59,Asia
Mining,china,2007,175.66,820.85,39.65,123.49,39.52,0.42,1418.05,22973.19,25.61,59.94,0.07,1.54,Asia
Manufacturing,india,2009,128.56,426.89,37.66,101.27,43.88,11.77,550.57,19995.67,57.16,1.34,5.62,0.78,Asia
Manufacturing,china,2013,86.86,169.39,30.18,19.43,19.88,16.47,1051.05,18683.03,24.24,68.23,-6.26,-4.59,Asia
Construction,china,2003,147.89,483.98,25.08,199.72,17.27,4.88,1061.46,4243.03,75.89,87.94,5.04,-1.93,Asia
Energy,india,2009,232.91,113.38,23.18,63.71,9.78,15.38,463.11,13706.94,77.39,72.54,-9.64,2.88,Asia
Mining,china,2013,280.22,196.47,83.28,27.31,39.16,4.69,1022.88,10342.54,51.34,25.7,-4.99,1.52,Asia
Energy,china,2003,4.01,787.64,34.84,106.08,29.82,18.55,134.68,15142.89,44.41,36.07,9.81,2.65,Asia
Energy,china,2016,117.54,927.49,1.22,124.2,23.9,8.12,884.18,2449.74,54.69,71.95,-9.68,-0.16,Asia
Manufacturing,china,2021,78.28,333.8,22.24,62.67,30.96,19.76,1395.23,3067.69,34.62,12,10.61,-0.66,Asia
Construction,india,2004,254.82,981.8,27.54,168.07,42.22,3.04,248.15,14463.76,45.71,34.13,-5.56,-3.36,Asia
Manufacturing,india,2005,119.87,848.86,80.73,120.12,26.18,2.04,90.29,8552.01,59.62,23.77,11.32,-4.8,Asia
Energy,china,2009,107,819.34,45.16,135.15,15.76,17.38,845.71,10873.86,36.84,28.9,12.72,-0.65,Asia
Energy,china,2021,200.28,163.86,26.6,167.38,35.1,13.08,9.47,11141.15,69.77,96.65,-1.23,2.2,Asia
Manufacturing,china,2022,218.71,328.17,50.24,184.79,16.86,13.95,863.23,17259.04,39.44,56.91,-1.25,-1.44,Asia
Energy,china,2022,98.21,710.07,79.05,84.65,47.24,8.32,1241.25,20010.83,55.51,92.68,-1.55,-0.04,Asia
Mining,china,2016,233.96,787.92,64.45,101.76,45.83,14.67,557.08,6433.4,35.4,38.09,-7.57,3.61,Asia
Mining,india,2013,113.06,772.22,69.04,188.01,32.57,2.52,896.9,19965.59,83.97,67.11,-5.7,9.37,Asia
Construction,india,2021,221.73,474.56,13.41,56.58,10.36,0.5,1039.16,9242.12,94.63,60.21,3.61,-2.71,Asia
Construction,india,2010,172.09,982.29,59.07,2.54,25.56,10.27,1486.69,8316.66,41.67,89.04,-2.21,1.17,Asia
Construction,china,2018,290.27,92.61,12.32,179.09,41.02,17.15,1327.08,19394.48,81.54,65.83,-2.78,2.93,Asia
Energy,china,2008,218.65,324.02,97.44,88.98,1.11,15.93,926.97,3793.46,70.43,11.26,4,2.42,Asia
Manufacturing,china,2005,153.38,947.52,43.87,17.65,6.66,3.76,1279.54,10085.29,78.92,27.52,-4.24,-2.76,Asia
Manufacturing,china,2018,115.76,82.3,33.39,194.54,16.02,16.62,277.36,8543.96,53.31,52.41,-5.64,-3.43,Asia
Mining,india,2001,66.04,339.28,94.39,127,5.01,8.69,1180.34,13586.95,69.88,85.15,14.47,-2.35,Asia
Energy,india,2010,66.38,702.51,55.18,189.38,36.29,13.73,1165.01,17987.46,76.14,80.57,-4.11,0.73,Asia
Mining,india,2017,141.39,231.87,6.78,175.61,43.91,2.32,673.67,8546.51,29.58,82.43,1.92,-4.85,Asia
Construction,india,2007,102.11,372.75,82.44,104.59,12.03,18.24,589.01,13906.64,74.08,62.15,6.95,3.3,Asia
Construction,india,2022,132.92,444.76,91,46.41,7.5,11.06,334.51,8914.65,54.61,88.15,4.08,7.25,Asia
Manufacturing,china,2011,29.14,742.67,3.31,176.42,44.01,13.8,1101.04,3934.39,74.91,46.51,12.41,0.25,Asia
Mining,india,2010,47.62,986.38,12.08,139.39,16.08,8.68,69.24,22200.11,56.68,58.75,-1.74,9.45,Asia
Manufacturing,china,2003,130.98,631.72,33.66,48.48,10.12,3.89,918.91,13235.47,81.22,76.81,14.31,-3.13,Asia
Construction,india,2014,123.22,459.72,17.28,33.6,38.4,8.41,834.37,1878.78,50.94,22.34,-3.13,3.67,Asia
Manufacturing,india,2022,296.1,947.17,96.64,119.91,25.45,18.04,1406.33,2348.53,78.73,78.85,13.09,2.21,Asia
Energy,china,2018,165.49,388.89,59.83,47.6,0.7,6.27,231.21,19535.99,90.77,61.19,6.03,8.03,Asia
Manufacturing,china,2019,47.09,332.85,22.32,38.93,9.47,13.16,1345.71,22993.04,50.26,23.39,4.55,-3.54,Asia
Mining,india,2011,208.62,161.59,2.25,46.55,7.01,7.15,183.04,10146.8,87.15,35.12,-5.7,-2.57,Asia
Manufacturing,china,2000,119.27,306.33,98.72,127.27,41.88,1.66,574.6,3148.38,39.83,17.4,-9.21,-4.98,Asia
Energy,china,2005,169.16,333.67,25.79,33.14,15.61,16.71,1148.53,22058.37,82.53,0.55,14.14,-3,Asia
Mining,india,2021,228,590.03,11.75,199.78,27.91,0.46,1080.06,15152.92,40.49,6.89,3.57,3.34,Asia
Construction,india,2008,114.37,600.91,13.28,50.54,7.19,0.18,217.32,13057.75,65.13,5.03,1.32,8.13,Asia
Mining,china,2017,265.44,444.35,90.75,107.93,4.96,6.46,1073.81,2204.18,67.66,8.4,-1.05,-4.39,Asia
Mining,india,2022,143.35,805.82,74.12,64.7,0.56,0.17,405.58,3825.25,55.82,32.09,2.81,5.6,Asia
Manufacturing,india,2001,22.97,200.69,59.99,38.36,3.63,17.38,1207.54,1390.16,46.51,8.01,6.65,7.33,Asia
Construction,china,2009,46.06,578.1,50.08,143.71,21.31,1.15,216.97,11523.54,71.75,93.46,12.42,-3.05,Asia
Manufacturing,china,2013,286.98,348.29,76.7,137.59,3.58,10.52,900.62,12581.06,46.54,45.13,12.07,4.98,Asia
Manufacturing,china,2003,48,797.47,57.81,173.3,45.63,18.49,636.23,15287.65,43.93,51.87,6.45,1.29,Asia
Construction,india,2010,288.75,937.9,63.05,186.15,6.52,4.97,302.28,21457.51,75.63,6.25,2.22,6.53,Asia
Mining,india,2008,252.62,409.07,79.93,60.88,11.03,9.47,22.63,18663.98,56.65,1.07,-2.62,9.16,Asia
Energy,india,2016,208.87,351.08,98.6,123.84,22.04,17.2,572.81,23308.67,55.6,48.73,6.37,3.98,Asia
Energy,china,2010,141.14,70.74,44.23,72.7,15.82,2.99,437.83,6571.6,59.11,22.48,4.75,-2.28,Asia
Construction,china,2020,219.52,462.9,16.07,132.25,7.74,3.38,1327.22,20755.62,20.77,13.86,1.21,0.95,Asia
Manufacturing,india,2010,29.51,860.08,22.89,57.37,17.37,0.99,368.49,2238.98,65.79,2.9,-7.94,7.12,Asia
Energy,china,2016,80.91,166.71,49.89,76.06,20.23,7.37,885.6,1746.71,57.71,2.19,-0.51,1.2,Asia
Energy,china,2002,192.23,399.22,87.19,192.39,13.01,6.99,895.11,20972.19,81.7,59.34,-5,3.16,Asia
Energy,india,2004,13.04,271.72,93.05,145.53,4.31,1.65,490.53,8025.69,50.25,57.64,6.36,7.51,Asia
Mining,india,2009,13.9,131.28,82.54,180.27,2.34,10.85,984.43,9365.47,66.55,7.18,-7.96,2.74,Asia
Construction,china,2005,114.28,715.11,34.77,105.62,41.86,14.46,843.4,15331.66,28.93,5.54,7.26,-2.39,Asia
Mining,india,2009,168.06,486.73,29.98,75.73,18.41,18.02,1311.69,24714.68,64.35,75.19,1.24,1.95,Asia
Mining,china,2005,258.44,206.07,77.64,162.39,49.47,1.45,697.87,12777.68,85.11,76.42,4.9,6.15,Asia
Manufacturing,india,2016,155.22,66.94,90.28,109.41,19.01,19.86,131.63,10342.99,58.4,20.58,4.5,6.94,Asia
Manufacturing,china,2005,96,47.31,25.08,111.87,17.46,0.63,1067.02,11365.34,66.06,48.55,4.4,3.83,Asia
Mining,india,2014,199.51,450.7,60.5,12.82,47.66,8.86,14.5,19101.69,89.66,85.2,-9.72,8.07,Asia
Energy,india,2022,224.29,58.22,50.82,106.5,17.61,1.99,1139.44,5472.73,88.39,96.22,12.67,-0.8,Asia
Energy,india,2019,36.66,486.35,58.56,194.74,21.27,15.89,137.94,13891.3,37.01,3.81,-8.38,1.98,Asia
Energy,india,2007,117.96,284.95,20.61,180.31,35.44,4.37,94.16,13611.57,41.73,91.94,11.29,0.46,Asia
Construction,china,2015,61.33,836.65,95.29,65.87,47.4,11.92,188.41,13386.92,65.72,19.95,2.67,-3.62,Asia
Energy,india,2010,145.06,52,75.19,121.86,26.87,7.03,20.99,12729.63,83.27,54.56,-3.81,-4.56,Asia
Energy,china,2005,51.14,595.21,20.5,16.97,49,12.98,621.98,4361.8,68.56,67.3,13.08,-0.87,Asia
Energy,china,2009,160.17,977.13,51.37,67.33,41.31,2.27,1107.69,11909.96,54.61,57.97,-6.92,-2.58,Asia
Mining,china,2007,180.75,186.35,98.56,66.4,20.9,16.97,1097.85,21441.06,24.97,75.47,12.26,4.7,Asia
Mining,india,2000,290.84,220.59,36.57,110.95,45.4,9.06,1045.9,6854.06,33.09,48.09,1.96,2.7,Asia
Mining,china,2008,52.79,96.72,79,78.89,39.27,5.86,1414.83,13933.32,90.8,80.34,10.58,2.03,Asia
Manufacturing,india,2004,160.09,310.36,16.93,5.61,11.15,9.36,70.26,23920.49,24.74,38.1,-7.25,4.57,Asia
Energy,china,2022,6.55,382.08,8.13,87.9,18.15,2.66,1232.3,23035.2,75.76,67.55,-8.64,8.24,Asia
Energy,india,2009,29.07,9.6,92.7,86.09,22.82,6.42,1255.69,4949.3,37.58,86.28,3.62,1.95,Asia
Mining,india,2013,259.9,718.05,64.57,26.19,12.44,19.51,1098.8,3889.07,86.22,17.01,10.85,5.49,Asia
Construction,china,2021,20.29,15.61,78.29,90.19,36,17.53,181.41,4860.12,96.09,12.52,0.46,-0.17,Asia
Construction,india,2000,246.95,483.82,35.06,198.74,46.71,1.59,1458,2805.9,33.84,8.56,0.18,7.19,Asia
Energy,china,2007,52.82,395.98,56.59,8.61,25.14,11.26,1433.01,2364.48,76.65,95.82,-7.61,0.32,Asia
Mining,china,2001,268.33,888.19,70.28,87.88,14.76,9.39,545.93,4953.82,73.01,2.59,-6.75,-0.13,Asia
Construction,china,2011,266.13,751.23,36.3,46.54,45.67,15.94,862.19,9484.54,46.74,58.13,3.46,7.36,Asia
Construction,india,2022,186.92,858.51,9.04,83.32,12.48,1.4,361.32,14178.38,23.57,35.55,14.8,9.46,Asia
Energy,india,2016,34.21,649.92,41.82,0.83,21.35,2.11,832.24,11990.65,66.05,12.44,-7.71,6.31,Asia
Manufacturing,china,2002,34.75,951.39,40.55,1.33,27.82,7.84,697.11,23705.06,95.81,46.54,14.64,2.4,Asia
Energy,india,2008,208.14,859.97,80.21,41.45,46.56,10.91,125.7,17007.3,51.82,80.76,9.56,9.39,Asia
Mining,india,2009,48.3,438.14,50.3,6.43,36.96,12.33,580.78,12033.58,27.82,82.52,1.89,2.44,Asia
Energy,india,2016,271.05,39.66,35.75,194.95,29.03,7.32,1011.38,4867.46,84.93,4.12,10.22,7.61,Asia
Construction,india,2006,99.15,205.92,45.06,150.46,14.06,1.03,212.33,6546.38,64.38,26.34,-5.58,-4.86,Asia
Mining,china,2005,14.34,71.15,81.29,59.68,10.32,2.46,473.32,8001.05,76.05,55.19,12.14,4.93,Asia
Construction,china,2008,149.01,189.2,74.17,24.46,6.95,15.23,720.19,2345.15,56.84,67.39,-3.71,-3.16,Asia
Manufacturing,india,2021,298.79,687.02,66.4,106.9,44.66,19.38,504.83,1844.58,55.55,69.33,13.24,7.37,Asia
Manufacturing,china,2003,199.28,776.84,28.16,107.07,26.02,15.5,1071.51,22955.4,69.74,99.19,-6.24,-1.26,Asia
Energy,india,2009,57.5,405.54,20.46,59.81,4.63,17.81,387.33,10666.04,41.81,10.75,-7.38,2.52,Asia
Construction,china,2012,269.44,40.68,0.45,34.69,26.05,4.69,128.83,15769.86,74.45,58.56,9.21,-3.15,Asia
Mining,china,2004,47.93,65.49,55.75,98.06,28.26,12.38,943.58,7017.07,84.5,81.46,-4.43,3.24,Asia
Manufacturing,china,2018,102.76,721.36,66.72,42.56,15.3,11.93,1070.04,6383.21,89.79,69.2,10.32,5.33,Asia
Energy,india,2010,203.32,340.3,21.63,137.28,22.07,16.57,390.35,21680.38,76.49,68.52,-4.68,-0.04,Asia
Manufacturing,india,2011,46.17,977.29,81.05,144.57,6.16,7.37,279.68,15374.08,36.12,4.84,-9.06,6.79,Asia
Construction,india,2020,219.07,592.04,16.3,15.4,24.57,19.59,1113.41,20365.5,63.56,8.87,1.43,4.59,Asia
Manufacturing,china,2007,26.86,776.22,73.14,107.83,42.83,14.67,1476.5,17764.01,50.56,94.83,-4.12,-4.92,Asia
Manufacturing,india,2001,271.22,844.19,17.01,90.55,37.28,9.77,689.58,953.79,62.3,82.3,0.82,-0.72,Asia
Mining,india,2007,45.3,532.35,8.5,15.22,22.12,18.02,449.13,20475.85,84.99,25.64,4.45,4.31,Asia
Energy,india,2008,191.92,114.89,78.29,70.75,37.03,9.97,917.18,20593.99,93.58,43.7,4.12,4.29,Asia
